INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,2,"Septicaemia (except in labour), Shock",RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1396,294,290.665
I00699,2,"Septicaemia (except in labour), Shock",RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,875,238,193.9778
I00699,2,"Septicaemia (except in labour), Shock",RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,1526,232,308.1416
I00699,2,"Septicaemia (except in labour), Shock",RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,1118,274,243.0657
I00699,2,"Septicaemia (except in labour), Shock",RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,945,150,165.3227
I00699,2,"Septicaemia (except in labour), Shock",RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1319,237,219.3944
I00699,2,"Septicaemia (except in labour), Shock",RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,865,230,182.3998
I00699,2,"Septicaemia (except in labour), Shock",RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1431,261,326.6488
I00699,2,"Septicaemia (except in labour), Shock",RFR,THE ROTHERHAM NHS FOUNDATION TRUST,603,143,124.4338
I00699,2,"Septicaemia (except in labour), Shock",RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,698,57,155.5748
I00699,2,"Septicaemia (except in labour), Shock",RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,1408,270,252.7898
I00699,2,"Septicaemia (except in labour), Shock",RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,1079,220,226.1772
I00699,2,"Septicaemia (except in labour), Shock",RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,2122,532,455.6479
I00699,2,"Septicaemia (except in labour), Shock",RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,640,80,105.759
I00699,2,"Septicaemia (except in labour), Shock",RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,1162,211,229.53
I00699,2,"Septicaemia (except in labour), Shock",RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,4963,950,966.7881
I00699,2,"Septicaemia (except in labour), Shock",RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,1082,151,174.6875
I00699,2,"Septicaemia (except in labour), Shock",RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1281,408,270.9318
I00699,2,"Septicaemia (except in labour), Shock",RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,3659,692,764.9594
I00699,2,"Septicaemia (except in labour), Shock",RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4714,866,925.5876
I00699,2,"Septicaemia (except in labour), Shock",RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1402,258,271.7711
I00699,2,"Septicaemia (except in labour), Shock",RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1947,489,363.2198
I00699,2,"Septicaemia (except in labour), Shock",RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,1302,198,246.451
I00699,2,"Septicaemia (except in labour), Shock",RBK,WALSALL HEALTHCARE NHS TRUST,1012,218,206.4564
I00699,2,"Septicaemia (except in labour), Shock",RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1167,204,228.3601
I00699,2,"Septicaemia (except in labour), Shock",RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1597,373,352.9226
I00699,2,"Septicaemia (except in labour), Shock",RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1756,320,370.9363
I00699,2,"Septicaemia (except in labour), Shock",RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2718,529,600.286
I00699,2,"Septicaemia (except in labour), Shock",RA3,WESTON AREA HEALTH NHS TRUST,815,148,175.3381
I00699,2,"Septicaemia (except in labour), Shock",RKE,WHITTINGTON HEALTH NHS TRUST,834,115,150.9769
I00699,2,"Septicaemia (except in labour), Shock",RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2627,482,529.8662
I00699,2,"Septicaemia (except in labour), Shock",RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2041,411,425.4307
I00699,2,"Septicaemia (except in labour), Shock",RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",884,207,179.8826
I00699,2,"Septicaemia (except in labour), Shock",RLQ,WYE VALLEY NHS TRUST,640,176,139.3231
I00699,2,"Septicaemia (except in labour), Shock",RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,917,170,199.4517
I00699,2,"Septicaemia (except in labour), Shock",RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2111,523,455.1989
I00699,3,Bacterial infection; unspecified site,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,17,*,1.6737
I00699,3,Bacterial infection; unspecified site,RCF,AIREDALE NHS FOUNDATION TRUST,20,0,0.4686
I00699,3,Bacterial infection; unspecified site,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,12,*,0.4495
I00699,3,Bacterial infection; unspecified site,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",24,*,2.1405
I00699,3,Bacterial infection; unspecified site,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,17,0,0.2641
I00699,3,Bacterial infection; unspecified site,R1H,BARTS HEALTH NHS TRUST,94,10,6.6213
I00699,3,Bacterial infection; unspecified site,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18,0,1.4327
I00699,3,Bacterial infection; unspecified site,RC1,BEDFORD HOSPITAL NHS TRUST,21,0,1.4527
I00699,3,Bacterial infection; unspecified site,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,30,*,1.3797
I00699,3,Bacterial infection; unspecified site,RMC,BOLTON NHS FOUNDATION TRUST,16,*,1.5251
I00699,3,Bacterial infection; unspecified site,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,44,*,1.6804
I00699,3,Bacterial infection; unspecified site,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,57,7,4.2973
I00699,3,Bacterial infection; unspecified site,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,46,*,4.2341
I00699,3,Bacterial infection; unspecified site,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,45,*,2.1076
I00699,3,Bacterial infection; unspecified site,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,63,*,3.4434
I00699,3,Bacterial infection; unspecified site,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,91,*,5.2741
I00699,3,Bacterial infection; unspecified site,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,21,*,1.4051
I00699,3,Bacterial infection; unspecified site,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,22,0,0.2869
I00699,3,Bacterial infection; unspecified site,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,41,*,2.4315
I00699,3,Bacterial infection; unspecified site,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,71,*,4.4058
I00699,3,Bacterial infection; unspecified site,RJ6,CROYDON HEALTH SERVICES NHS TRUST,67,7,5.5837
I00699,3,Bacterial infection; unspecified site,RN7,DARTFORD AND GRAVESHAM NHS TRUST,38,*,2.6316
I00699,3,Bacterial infection; unspecified site,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,33,*,2.528
I00699,3,Bacterial infection; unspecified site,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,11,0,0.9047
I00699,3,Bacterial infection; unspecified site,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,50,6,3.305
I00699,3,Bacterial infection; unspecified site,RJN,EAST CHESHIRE NHS TRUST,32,*,1.1133
I00699,3,Bacterial infection; unspecified site,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,61,*,3.645
I00699,3,Bacterial infection; unspecified site,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,58,*,2.9084
I00699,3,Bacterial infection; unspecified site,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,37,*,1.7108
I00699,3,Bacterial infection; unspecified site,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,62,7,4.6726
I00699,3,Bacterial infection; unspecified site,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,25,*,0.6257
I00699,3,Bacterial infection; unspecified site,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,135,6,8.679
I00699,3,Bacterial infection; unspecified site,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,27,0,0.8155
I00699,3,Bacterial infection; unspecified site,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,18,*,2.0719
I00699,3,Bacterial infection; unspecified site,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,63,*,3.4088
I00699,3,Bacterial infection; unspecified site,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,40,*,3.2217
I00699,3,Bacterial infection; unspecified site,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,36,*,2.2151
I00699,3,Bacterial infection; unspecified site,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,40,*,1.6806
I00699,3,Bacterial infection; unspecified site,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,16,0,0.7706
I00699,3,Bacterial infection; unspecified site,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,21,*,1.0305
I00699,3,Bacterial infection; unspecified site,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,60,*,4.6922
I00699,3,Bacterial infection; unspecified site,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,100,*,7.6764
I00699,3,Bacterial infection; unspecified site,R1F,ISLE OF WIGHT NHS TRUST,12,*,0.5053
I00699,3,Bacterial infection; unspecified site,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,17,*,1.6096
I00699,3,Bacterial infection; unspecified site,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,39,*,2.5924
I00699,3,Bacterial infection; unspecified site,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,35,0,2.4549
I00699,3,Bacterial infection; unspecified site,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,20,0,0.5252
I00699,3,Bacterial infection; unspecified site,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,50,*,1.2235
I00699,3,Bacterial infection; unspecified site,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,74,7,6.5233
I00699,3,Bacterial infection; unspecified site,RJ2,LEWISHAM AND GREENWICH NHS TRUST,104,*,6.1872
I00699,3,Bacterial infection; unspecified site,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,99,9,7.6771
I00699,3,Bacterial infection; unspecified site,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,47,*,2.3565
I00699,3,Bacterial infection; unspecified site,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,37,*,3.1579
I00699,3,Bacterial infection; unspecified site,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,88,*,2.6446
I00699,3,Bacterial infection; unspecified site,RPA,MEDWAY NHS FOUNDATION TRUST,21,*,1.5856
I00699,3,Bacterial infection; unspecified site,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,32,*,1.5306
I00699,3,Bacterial infection; unspecified site,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,20,*,2.0559
I00699,3,Bacterial infection; unspecified site,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,65,*,2.6146
I00699,3,Bacterial infection; unspecified site,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,26,0,1.649
I00699,3,Bacterial infection; unspecified site,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,49,8,3.4098
I00699,3,Bacterial infection; unspecified site,RVJ,NORTH BRISTOL NHS TRUST,39,*,2.3713
I00699,3,Bacterial infection; unspecified site,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,29,0,1.538
I00699,3,Bacterial infection; unspecified site,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,41,*,1.8182
I00699,3,Bacterial infection; unspecified site,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,55,*,2.1891
I00699,3,Bacterial infection; unspecified site,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,43,*,2.9069
I00699,3,Bacterial infection; unspecified site,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,62,*,3.7343
I00699,3,Bacterial infection; unspecified site,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,25,*,1.7178
I00699,3,Bacterial infection; unspecified site,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,16,6,2.071
I00699,3,Bacterial infection; unspecified site,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,66,6,4.7517
I00699,3,Bacterial infection; unspecified site,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,54,7,4.1873
I00699,3,Bacterial infection; unspecified site,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,118,6,7.7315
I00699,3,Bacterial infection; unspecified site,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,99,*,2.0154
I00699,3,Bacterial infection; unspecified site,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,52,0,2.4461
I00699,3,Bacterial infection; unspecified site,RHU,PORTSMOUTH HOSPITALS NHS TRUST,76,6,5.5065
I00699,3,Bacterial infection; unspecified site,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,63,*,4.7692
I00699,3,Bacterial infection; unspecified site,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,50,*,2.8947
I00699,3,Bacterial infection; unspecified site,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,28,*,1.7473
I00699,3,Bacterial infection; unspecified site,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,88,9,8.1599
I00699,3,Bacterial infection; unspecified site,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,56,*,3.0882
I00699,3,Bacterial infection; unspecified site,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,37,*,3.3892
I00699,3,Bacterial infection; unspecified site,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,51,*,3.9783
I00699,3,Bacterial infection; unspecified site,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,16,0,0.6618
I00699,3,Bacterial infection; unspecified site,RNZ,SALISBURY NHS FOUNDATION TRUST,11,0,0.4993
I00699,3,Bacterial infection; unspecified site,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,62,*,5.2106
I00699,3,Bacterial infection; unspecified site,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,87,6,4.9487
I00699,3,Bacterial infection; unspecified site,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,16,0,0.7222
I00699,3,Bacterial infection; unspecified site,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,57,9,3.4767
I00699,3,Bacterial infection; unspecified site,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,78,0,1.7871
I00699,3,Bacterial infection; unspecified site,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,13,*,1.2718
I00699,3,Bacterial infection; unspecified site,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,25,*,2.0182
I00699,3,Bacterial infection; unspecified site,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,37,0,2.9818
I00699,3,Bacterial infection; unspecified site,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,38,*,2.408
I00699,3,Bacterial infection; unspecified site,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,32,*,2.0719
I00699,3,Bacterial infection; unspecified site,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,43,0,1.9496
I00699,3,Bacterial infection; unspecified site,RWJ,STOCKPORT NHS FOUNDATION TRUST,28,*,2.3915
I00699,3,Bacterial infection; unspecified site,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,12,0,0.5932
I00699,3,Bacterial infection; unspecified site,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,18,0,1.0637
I00699,3,Bacterial infection; unspecified site,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,34,*,2.3174
I00699,3,Bacterial infection; unspecified site,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,17,*,1.0984
I00699,3,Bacterial infection; unspecified site,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,21,0,1.6089
I00699,3,Bacterial infection; unspecified site,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,53,*,2.2312
I00699,3,Bacterial infection; unspecified site,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,11,0,0.5655
I00699,3,Bacterial infection; unspecified site,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",9,*,0.4086
I00699,3,Bacterial infection; unspecified site,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,16,*,1.2516
I00699,3,Bacterial infection; unspecified site,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,18,0,1.4824
I00699,3,Bacterial infection; unspecified site,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,44,0,1.2793
I00699,3,Bacterial infection; unspecified site,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,25,*,2.1045
I00699,3,Bacterial infection; unspecified site,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,38,8,3.1881
I00699,3,Bacterial infection; unspecified site,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,63,*,3.7462
I00699,3,Bacterial infection; unspecified site,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,58,*,2.9997
I00699,3,Bacterial infection; unspecified site,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,172,16,12.5164
I00699,3,Bacterial infection; unspecified site,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,29,*,0.8002
I00699,3,Bacterial infection; unspecified site,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,32,10,1.9717
I00699,3,Bacterial infection; unspecified site,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,40,*,2.3732
I00699,3,Bacterial infection; unspecified site,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,65,*,2.811
I00699,3,Bacterial infection; unspecified site,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,50,*,3.0417
I00699,3,Bacterial infection; unspecified site,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,97,*,5.6554
I00699,3,Bacterial infection; unspecified site,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,55,*,3.2683
I00699,3,Bacterial infection; unspecified site,RBK,WALSALL HEALTHCARE NHS TRUST,*,0,0.0882
I00699,3,Bacterial infection; unspecified site,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,24,*,1.0693
I00699,3,Bacterial infection; unspecified site,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,44,0,2.4852
I00699,3,Bacterial infection; unspecified site,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,12,0,0.8291
I00699,3,Bacterial infection; unspecified site,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,44,*,2.185
I00699,3,Bacterial infection; unspecified site,RA3,WESTON AREA HEALTH NHS TRUST,7,0,0.9158
I00699,3,Bacterial infection; unspecified site,RKE,WHITTINGTON HEALTH NHS TRUST,9,0,0.1699
I00699,3,Bacterial infection; unspecified site,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,39,*,1.5278
I00699,3,Bacterial infection; unspecified site,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,46,*,2.6341
I00699,3,Bacterial infection; unspecified site,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",10,0,0.5158
I00699,3,Bacterial infection; unspecified site,RLQ,WYE VALLEY NHS TRUST,14,0,1.6125
I00699,3,Bacterial infection; unspecified site,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,*,0,0.0134
I00699,3,Bacterial infection; unspecified site,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,39,*,2.9982
I00699,4,Mycoses,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,14,0,0.7674
I00699,4,Mycoses,RCF,AIREDALE NHS FOUNDATION TRUST,10,0,0.2542
I00699,4,Mycoses,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,15,*,0.7413
I00699,4,Mycoses,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",19,*,1.4125
I00699,4,Mycoses,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,20,*,1.0637
I00699,4,Mycoses,R1H,BARTS HEALTH NHS TRUST,59,*,1.3545
I00699,4,Mycoses,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,17,*,0.6382
I00699,4,Mycoses,RC1,BEDFORD HOSPITAL NHS TRUST,6,0,0.0571
I00699,4,Mycoses,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,14,0,0.1883
I00699,4,Mycoses,RMC,BOLTON NHS FOUNDATION TRUST,28,*,1.0557
I00699,4,Mycoses,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,42,0,1.0408
I00699,4,Mycoses,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,20,*,1.0835
I00699,4,Mycoses,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,12,*,0.255
I00699,4,Mycoses,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,22,*,0.4823
I00699,4,Mycoses,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16,*,0.7718
I00699,4,Mycoses,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,24,0,0.9308
I00699,4,Mycoses,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,21,*,1.0792
I00699,4,Mycoses,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,23,*,0.9199
I00699,4,Mycoses,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,13,0,0.1829
I00699,4,Mycoses,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,40,0,1.0563
I00699,4,Mycoses,RJ6,CROYDON HEALTH SERVICES NHS TRUST,18,*,0.3674
I00699,4,Mycoses,RN7,DARTFORD AND GRAVESHAM NHS TRUST,22,0,0.243
I00699,4,Mycoses,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,28,*,1.1556
I00699,4,Mycoses,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,7,0,0.1
I00699,4,Mycoses,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,14,*,0.4642
I00699,4,Mycoses,RJN,EAST CHESHIRE NHS TRUST,*,0,0.169
I00699,4,Mycoses,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,42,0,1.2511
I00699,4,Mycoses,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,51,*,1.4606
I00699,4,Mycoses,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,54,0,1.8829
I00699,4,Mycoses,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,20,*,0.5337
I00699,4,Mycoses,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,14,0,0.4591
I00699,4,Mycoses,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,43,0,1.4795
I00699,4,Mycoses,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,12,*,1.0218
I00699,4,Mycoses,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,*,*,0.2765
I00699,4,Mycoses,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,32,*,0.9042
I00699,4,Mycoses,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,29,0,0.7778
I00699,4,Mycoses,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,43,*,1.3869
I00699,4,Mycoses,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,17,0,0.5339
I00699,4,Mycoses,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,26,*,1.0216
I00699,4,Mycoses,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6,0,0.2618
I00699,4,Mycoses,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,40,*,2.161
I00699,4,Mycoses,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,23,0,1.2249
I00699,4,Mycoses,R1F,ISLE OF WIGHT NHS TRUST,9,0,0.4849
I00699,4,Mycoses,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14,*,0.6034
I00699,4,Mycoses,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,17,*,0.8441
I00699,4,Mycoses,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,28,*,1.1255
I00699,4,Mycoses,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,20,0,0.4495
I00699,4,Mycoses,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,22,0,0.7201
I00699,4,Mycoses,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,39,*,1.7204
I00699,4,Mycoses,RJ2,LEWISHAM AND GREENWICH NHS TRUST,57,0,1.058
I00699,4,Mycoses,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,24,*,0.7676
I00699,4,Mycoses,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,66,*,0.88
